MainDrug,NDC,Strength,Formulation,Inactive
69097-514,70518-1274,300 mg,"abacavir tablet, film coated",TITANIUM DIOXIDE
69097-514,70518-1274,300 mg,"abacavir tablet, film coated",HYPROMELLOSE 2910 (3 MPA.S)
69097-514,70518-1274,300 mg,"abacavir tablet, film coated",POLYETHYLENE GLYCOL 400
69097-514,70518-1274,300 mg,"abacavir tablet, film coated",FERRIC OXIDE YELLOW
69097-514,70518-1274,300 mg,"abacavir tablet, film coated",POLYSORBATE 80
0173-0742,53808-0767,600 mg,"abacavir sulfate and lamivudine tablet, film coated",LAMIVUDINE
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",ABACAVIR SULFATE
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",MAGNESIUM STEARATE
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated","CELLULOSE, MICROCRYSTALLINE"
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",FD&amp;C YELLOW NO. 6
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",HYPROMELLOSE
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",POLYETHYLENE GLYCOL 400
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",POLYSORBATE 80
0173-0742,53808-0767,300 mg,"abacavir sulfate and lamivudine tablet, film coated",TITANIUM DIOXIDE
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",ABACAVIR SULFATE
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",COLLOIDAL SILICON DIOXIDE
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",MAGNESIUM STEARATE
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated","CELLULOSE, MICROCRYSTALLINE"
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",HYPROMELLOSE
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",POLYSORBATE 80
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",FERRIC OXIDE YELLOW
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",TRIACETIN
0173-0661,53808-0811,300 mg,"abacavir sulfate tablet, film coated",TITANIUM DIOXIDE
abacavir sulfate,49702-206,600 mg," and lamivudine tablet, film coated",LAMIVUDINE
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",MAGNESIUM STEARATE
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",MICROCRYSTALLINE CELLULOSE
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",FD&amp;C YELLOW NO. 6
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated","HYPROMELLOSE, UNSPECIFIED"
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",POLYETHYLENE GLYCOL 400
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",POLYSORBATE 80
abacavir sulfate,49702-206,300 mg," and lamivudine tablet, film coated",TITANIUM DIOXIDE
abacavir sulfate,49702-231,600 mg,", dolutegravir sodium, lamivudine tablet, film coated",LAMIVUDINE
abacavir sulfate,49702-231,600 mg,", dolutegravir sodium, lamivudine tablet, film coated",DOLUTEGRAVIR SODIUM
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",MANNITOL
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",MAGNESIUM STEARATE
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",MICROCRYSTALLINE CELLULOSE
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated","POVIDONE, UNSPECIFIED"
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A CORN
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",FERROSOFERRIC OXIDE
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",FERRIC OXIDE RED
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated","POLYETHYLENE GLYCOL, UNSPECIFIED"
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated","POLYVINYL ALCOHOL, UNSPECIFIED"
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",TALC
abacavir sulfate,49702-231,300 mg,", dolutegravir sodium, lamivudine tablet, film coated",TITANIUM DIOXIDE
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",ZIDOVUDINE
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",LAMIVUDINE
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",MAGNESIUM STEARATE
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",MICROCRYSTALLINE CELLULOSE
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",FD&amp;C BLUE NO. 2
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated","HYPROMELLOSE, UNSPECIFIED"
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated","POLYETHYLENE GLYCOL, UNSPECIFIED"
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",TITANIUM DIOXIDE
abacavir sulfate,49702-217,300 mg,", lamivudine, and zidovudine tablet, film coated",FERRIC OXIDE YELLOW
abacavir sulfate,49702-221,300 mg," tablet, film coated",SILICON DIOXIDE
abacavir sulfate,49702-221,300 mg," tablet, film coated",MAGNESIUM STEARATE
abacavir sulfate,49702-221,300 mg," tablet, film coated",MICROCRYSTALLINE CELLULOSE
abacavir sulfate,49702-221,300 mg," tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
abacavir sulfate,49702-221,300 mg," tablet, film coated","HYPROMELLOSE, UNSPECIFIED"
abacavir sulfate,49702-221,300 mg," tablet, film coated",POLYSORBATE 80
abacavir sulfate,49702-221,300 mg," tablet, film coated",FERRIC OXIDE YELLOW
abacavir sulfate,49702-221,300 mg," tablet, film coated",TITANIUM DIOXIDE
abacavir sulfate,49702-221,300 mg," tablet, film coated",TRIACETIN
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,ANHYDROUS CITRIC ACID
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,METHYLPARABEN
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,PROPYLPARABEN
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,PROPYLENE GLYCOL
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,SACCHARIN SODIUM
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,TRISODIUM CITRATE DIHYDRATE
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,SORBITOL
abacavir sulfate,49702-222,20 mg  in 1 mL, solution,WATER
0173-0742-,54868-5600,600 mg,"abacavir sulfate and lamivudine tablet, film coated",LAMIVUDINE
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",ABACAVIR SULFATE
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",MAGNESIUM STEARATE
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated","CELLULOSE, MICROCRYSTALLINE"
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",FD&amp;C YELLOW NO. 6
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",HYPROMELLOSE
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",POLYETHYLENE GLYCOL 400
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",POLYSORBATE 80
0173-0742-,54868-5600,300 mg,"abacavir sulfate and lamivudine tablet, film coated",TITANIUM DIOXIDE
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",ZIDOVUDINE
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",ABACAVIR SULFATE
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",LAMIVUDINE
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",MAGNESIUM STEARATE
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated","CELLULOSE, MICROCRYSTALLINE"
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",SODIUM STARCH GLYCOLATE TYPE A POTATO
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",FD&amp;C BLUE NO. 2
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",HYPROMELLOSES
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",POLYETHYLENE GLYCOLS
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",TITANIUM DIOXIDE
49702-217,53808-0990,300 mg,"abacavir sulfate, lamivudine, and zidovudine tablet, film coated",FERRIC OXIDE YELLOW
